sobject_id, classification
170530001601221,BINARY
151231003201145,BINARY
170514002401145,BINARY
180101005001392,BINARY
170508003301295,BINARY
170509004701351,BINARY
170531001901254,BINARY
160522002101342,BINARY
170514002401255,BINARY
170510003801313,BINARY
170109002101098,BINARY
150413005101030,BINARY
170507011101127,BINARY
170508001601316,BINARY
150827003401175,BINARY
180129002601224,BINARY
140707001601381,BINARY
161217005101040,BINARY
150411006601397,BINARY
140311007601092,BINARY
160401002101369,BINARY
170418005201363,BINARY
150105002201043,BINARY
170911003101227,BINARY
150105002201244,BINARY
160529001801192,BINARY
150208004701031,BINARY
170906001601005,BINARY
160402006601111,BINARY
151225003801090,BINARY
150604002401112,BINARY
170510006301039,BINARY
150207002101310,BINARY
140814003301177,BINARY
170510003801185,BINARY
170509005201092,BINARY
160125004501263,BINARY
170131001801290,BINARY
170603002601259,BINARY
170603004101148,BINARY
170517002301131,BINARY
140310003301096,BINARY
160327005601391,BINARY
160130003601353,BINARY
150607004601320,BINARY
140308001401006,BINARY
140311007101036,BINARY
150411004601165,BINARY
150209002201036,BINARY
170219001601227,BINARY
161217004101308,BINARY
160112002901194,BINARY
161213002101033,BINARY
160419002101327,BINARY
170410003301035,BINARY
160523004001049,BINARY
150209002701039,BINARY
171102003901264,BINARY
140608004301052,BINARY
140312004501360,BINARY
170110001601152,BINARY
150410003801165,BINARY
170510001801265,BINARY
160525002201174,BINARY
170509007201354,BINARY
170110001601143,BINARY
160813001601237,BINARY
170219001601231,BINARY
140611003001017,BINARY
140413005901388,BINARY
151229004501186,BINARY
170713001601016,BINARY
170830001101260,BINARY
150107003701066,BINARY
161217006101275,BINARY
161108002101147,BINARY
160327006101003,BINARY
170509003701121,BINARY
170516004101354,BINARY
161119005201156,BINARY
150604002401384,BINARY
160130004601287,BINARY
150211002701145,BINARY
160106001601393,BINARY
180131003401279,BINARY
160426007401129,BINARY
160422002001131,BINARY
150824002101169,BINARY
170907002101130,BINARY
170806004701308,BINARY
160112001601065,BINARY
140312002701157,BINARY
170508001601141,BINARY
160129004701113,BINARY
170130003101098,BINARY
171104003301106,BINARY
140611003001335,BINARY
140309002601006,BINARY
151008001601385,BINARY
140412000201314,BINARY
140308001401007,BINARY
170802002601294,BINARY
160129003101143,BINARY
140311005601318,BINARY
170509004201141,BINARY
170507009501041,BINARY
151219004101389,BINARY
150411006601061,BINARY
150103004001357,BINARY
170509006701392,BINARY
150205002601172,BINARY
180101005001361,BINARY
170517001801254,BINARY
160402007701111,BINARY
140309003101026,BINARY
160519006001168,BINARY
170415002501177,BINARY
170122002601021,BINARY
170217002201125,BINARY
170104003501390,BINARY
170108004601291,BINARY
170114005801016,BINARY
171228002701392,BINARY
171228004201382,BINARY
160919005701026,BINARY
140414002001278,BINARY
161008002001055,BINARY
170510001801277,BINARY
160327006601276,BINARY
150829002601171,BINARY
170121002801395,BINARY
161217005101244,BINARY
170507009501392,BINARY
160422004501070,BINARY
151227005201296,BINARY
150830002301142,BINARY
170509004201087,BINARY
131216001601151,BINARY
170205002801334,BINARY
150410003801142,BINARY
171230006301073,BINARY
151231003701375,BINARY
170108003301291,BINARY
160520003601049,BINARY
140314003201005,BINARY
170418001601041,BINARY
160123003101048,BINARY
170206004201074,BINARY
170415001501285,BINARY
160520002101355,BINARY
161213006101325,BINARY
170415001501177,BINARY
170103002801292,BINARY
140805001501310,BINARY
160524002101240,BINARY
150829003101057,BINARY
140707002101308,BINARY
170206006201386,BINARY
170603007201182,BINARY
150211003201226,BINARY
160402007201249,BINARY
140707001601099,BINARY
160417002201017,BINARY
170515001601199,BINARY
160523004501163,BINARY
170418001601240,BINARY
131218001901151,BINARY
170415002501285,BINARY
160402007201175,BINARY
170806002101067,BINARY
150606002401368,BINARY
160108002601008,BINARY
160425003101123,BINARY
171031003301035,BINARY
170724001601291,BINARY
160813001601334,BINARY
170509005201189,BINARY
170516000601248,BINARY
150901000601255,BINARY
140312004501146,BINARY
170723001601360,BINARY
170411001601312,BINARY
170109003801184,BINARY
140711001901281,BINARY
170215004101361,BINARY
170806004701207,BINARY
160130004101010,BINARY
170115005801368,BINARY
170510006301368,BINARY
170112003101261,BINARY
161013005401021,BINARY
160813003601363,BINARY
180102004101167,BINARY
170418002101289,BINARY
170604006601249,BINARY
170413005601299,BINARY
171205003601361,BINARY
150606001901205,BINARY
160330104401239,BINARY
140316005101380,BINARY
160611003101302,BINARY
170115005201177,BINARY
160326001101386,BINARY
170509007201098,BINARY
170220001601154,BINARY
150210004701087,BINARY
180129003601084,BINARY
180129003601032,BINARY
160130004101105,BINARY
170508006401270,BINARY
180101004301199,BINARY
140314003201157,BINARY
160602002201220,BINARY
140812001601113,BINARY
160519006001313,BINARY
151225001601327,BINARY
170105003101346,BINARY
170905001601047,BINARY
160415005101345,BINARY
160402004601218,BINARY
170417002601099,BINARY
140610004401370,BINARY
150705001901081,BINARY
160611003101312,BINARY
171227005801299,BINARY
151225003801012,BINARY
151219004601048,BINARY
160327005601255,BINARY
171228002101089,BINARY
151225004301319,BINARY
160522002101030,BINARY
140310002101005,BINARY
150204003701277,BINARY
150406001801359,BINARY
140310002101055,BINARY
150827002501151,BINARY
170508005301226,BINARY
150428000101277,BINARY
160419005701099,BINARY
180101005001319,BINARY
141101003501145,BINARY
151229004001385,BINARY
180102004601145,BINARY
150606004401217,BINARY
170530001601201,BINARY
170513002001332,BINARY
150428000101176,BINARY
160816001701056,BINARY
170413006101310,BINARY
171207004601209,BINARY
150101002901087,BINARY
161118005201244,BINARY
160515001801260,BINARY
160520004201044,BINARY
150703004101031,BINARY
170130001601180,BINARY
170510003801219,BINARY
160403002501049,BINARY
150410003801020,BINARY
150824002101323,BINARY
170615003401327,BINARY
170508003301143,BINARY
140311005601131,BINARY
171228004201180,BINARY
170508001601131,BINARY
141104004801008,BINARY
161219004101321,BINARY
161013005401090,BINARY
150830002301290,BINARY
170906001601292,BINARY
170507010101322,BINARY
170206003201147,BINARY
160520003601301,BINARY
170615002801160,BINARY
140711002401305,BINARY
170509004701247,BINARY
161106005101134,BINARY
150409007601013,BINARY
160401005401025,BINARY
170418002101140,BINARY
150107003201123,BINARY
170205005901008,BINARY
160813001601395,BINARY
170130001601070,BINARY
150827002901398,BINARY
160331001701087,BINARY
160422002001354,BINARY
170712001601063,BINARY
150601003201210,BINARY
170829001101198,BINARY
170510007801376,BINARY
180126002601327,BINARY
170418001601245,BINARY
170604002101385,BINARY
170414002101160,BINARY
170507006201267,BINARY
170830001101198,BINARY
180126001601327,BINARY
170515006601368,BINARY
170205002801031,BINARY
170530001601004,BINARY
171206004601239,BINARY
170215004601111,BINARY
170118003301049,BINARY
151227005701188,BINARY
150209003301044,BINARY
161118005201090,BINARY
140806002301228,BINARY
160330102301112,BINARY
140316005101123,BINARY
180126001601143,BINARY
170111001601165,BINARY
160325002101149,BINARY
140316002301297,BINARY
170910002601162,BINARY
160403001601188,BINARY
170114004101165,BINARY
170203001601031,BINARY
151110003701373,BINARY
170220001601059,BINARY
150602004401269,BINARY
140311005601273,BINARY
161013005401011,BINARY
170604005601265,BINARY
140117001501040,BINARY
140812001601161,BINARY
170510004801128,BINARY
160402006601097,BINARY
170510003801262,BINARY
140611003501168,BINARY
161217006101322,BINARY
151229005501171,BINARY
171102005001385,BINARY
160524004201082,BINARY
160520005701287,BINARY
160424002101269,BINARY
170828001601113,BINARY
170828001101120,BINARY
160328004701397,BINARY
170508005301359,BINARY
180102005101022,BINARY
170131001801013,BINARY
170130001601052,BINARY
170220003101397,BINARY
140810004201055,BINARY
160110003101298,BINARY
160402003601279,BINARY
131217004401378,BINARY
180101005001162,BINARY
170509006701010,BINARY
161217005101222,BINARY
170723001601312,BINARY
140308003801253,BINARY
170408002501257,BINARY
170312001601328,BINARY
170615003901307,BINARY
180126002101070,BINARY
160401001601037,BINARY
170712003101005,BINARY
160816002201009,BINARY
170509007701251,BINARY
160403004201005,EMISSION
170615004901064,EMISSION
170119002601036,EMISSION
161116002201336,EMISSION
160420006901293,EMISSION
170509006201393,EMISSION
140311009101352,EMISSION
140313004101196,EMISSION
160812003101182,EMISSION
170515006601195,EMISSION
170828001101122,EMISSION
140413002701283,EMISSION
140806001701330,EMISSION
170711003501313,EMISSION
170508006401101,EMISSION
160401002101294,EMISSION
170724002601179,EMISSION
160815002601229,EMISSION
140811005001334,EMISSION
161012002101325,EMISSION
140309004701201,EMISSION
160522003101072,EMISSION
170205005401174,EMISSION
170506005901178,EMISSION
140312004501116,EMISSION
161107002801132,EMISSION
170828001601233,EMISSION
150703003101276,EMISSION
170615004901022,EMISSION
170802001801110,EMISSION
160417000101335,EMISSION
150208005201131,EMISSION
150830005101131,EMISSION
160608001501228,EMISSION
140117002101072,EMISSION
161106003601138,EMISSION
140707001101282,EMISSION
160423002701389,EMISSION
170410004501244,EMISSION
160418005101234,EMISSION
171102003301330,EMISSION
160130003601074,EMISSION
170603001601084,EMISSION
170413004601244,EMISSION
140310003301046,EMISSION
160608001501230,EMISSION
170828002201375,EMISSION
150406001801180,EMISSION
180126002601230,EMISSION
140312004501190,EMISSION
170507010601203,EMISSION
180126002101294,EMISSION
171027003801263,EMISSION
160923004201197,EMISSION
170120002101373,EMISSION
160401005901021,EMISSION
170413006101159,EMISSION
170509003701144,EMISSION
160401005901176,EMISSION
160417000101365,EMISSION
180125002501340,EMISSION
