sobject_id,FFF
150107002701004,BIN
150107003701277,BIN
150107004201109,BIN
150107004701284,BIN
150107003201173,BIN
150107002701062,BIN
150107002201181,BIN
150107003201117,BIN
150107003201027,BIN
150107003201058,BIN
150107003201229,BIN
150107004701263,BIN
150107003201022,BIN
150107003201114,BIN
150107002201046,BIN
150107003701155,BIN
150107004701242,BIN
150107002201205,BIN
150107003701154,BIN
150107003701089,BIN
150107003701218,BIN
150107002701374,BIN
150107004201302,BIN
150107004201396,BIN
150107003701022,BIN
150107004201277,BIN
150107002701018,BIN
150107002701064,BIN
150107003201329,BIN
150107004701184,BIN
150107003201282,BIN
150107003701073,BIN
150107002201051,BIN
150107003701066,BIN
150107003701258,BIN
150107004201389,BIN
150107004201162,BIN
131218001901095,BIN
131218003001201,BIN
131218003001145,BIN
131218001901151,BIN
131218002401217,BIN
131218003001239,BIN
131218003001122,BIN
131218001901196,BIN
131218003001169,BIN
131218001901234,BIN
131218001901080,BIN
131218002401362,BIN
131218003001049,BIN
131218001901101,BIN
131218003001168,BIN
131218003001231,BIN
131218003001148,BIN
131218003001151,BIN
131218003001012,BIN
131218003001020,BIN
131218001901017,BIN
131218003001254,BIN
131218001901171,BIN
131218001901388,BIN
131218001901380,BIN
131218001901236,BIN
131218003001113,BIN
131218003001069,BIN
131218003001065,BIN
160531002101317,BIN
160531002601324,BIN
160531004101141,BIN
160531004101198,BIN
160531005601103,BIN
160531003601155,BIN
160531004601139,BIN
160531004101314,BIN
160531004601040,BIN
160531004601078,BIN
160531002601124,BIN
160531002601227,BIN
160531002101232,BIN
160531002601292,BIN
160531002601091,BIN
160531004601111,BIN
160531003601382,BIN
160531006101240,BIN
160531004101303,BIN
160531002601066,BIN
160531001601276,BIN
160531002101302,BIN
160531005101213,BIN
160531002101156,BIN
160531002601152,BIN
160531006101308,BIN
160531003601159,BIN
160531003601317,BIN
160531003101217,BIN
160531003601286,BIN
160531002101170,BIN
160531003101263,BIN
160531006101049,BIN
160531006101045,BIN
160531002101088,BIN
160531002601031,BIN
160531002101221,BIN
160531003601125,BIN
160531003601095,BIN
160531005601361,BIN
160531002101258,BIN
160531004601397,BIN
160531002101092,BIN
160531005101025,BIN
160531003101175,BIN
160531002601078,BIN
160531006101317,BIN
160531003601102,BIN
160531002101021,BIN
160531003101012,BIN
160531005101009,BIN
160531001601360,BIN
160531004101023,BIN
160531002101206,BIN
161118005201067,BIN
161118004701302,BIN
161118003001364,BIN
161118003501377,BIN
161118003001382,BIN
161118005201147,BIN
161118004001218,BIN
161118003501282,BIN
161118005201347,BIN
161118004001225,BIN
161118005201256,BIN
161118004001040,BIN
161118004701320,BIN
161118003001153,BIN
161118003001262,BIN
161118005201268,BIN
161118003001267,BIN
161118003001362,BIN
161118003001390,BIN
161118004001381,BIN
161118004701125,BIN
161118005201265,BIN
161118002601292,BIN
161118002601155,BIN
161118004701082,BIN
161118002601007,BIN
161118003001257,BIN
161118003501249,BIN
161118002601113,BIN
161118004701053,BIN
161118002601051,BIN
161118003001365,BIN
161118005201068,BIN
161118005201366,BIN
161118003501242,BIN
161118004001061,BIN
161118004001062,BIN
161118005201152,BIN
161118004001008,BIN
161118004701083,BIN
161118004701079,BIN
161118005201362,BIN
161118002601368,BIN
161118005201324,BIN
140305003701330,BIN
140305001801095,BIN
140305002601060,BIN
140305001801167,BIN
140305002601262,BIN
140305001801195,BIN
140305001301178,BIN
140305001301272,BIN
140305001801312,BIN
140305002601244,BIN
140305001801202,BIN
161219003101182,BIN
161219002601024,BIN
161219003101379,BIN
161219004101371,BIN
161219003101134,BIN
161219003101382,BIN
161219003601167,BIN
161219004601313,BIN
161219004601318,BIN
161219004101162,BIN
161219005101071,BIN
161219005101168,BIN
161219003101285,BIN
161219004101347,BIN
161219002601185,BIN
161219004101104,BIN
161219002601080,BIN
161219004601133,BIN
161219005101332,BIN
161219002601170,BIN
161219003601085,BIN
161219005101106,BIN
161219003101331,BIN
161219001801094,BIN
161219002101110,BIN
161219003601260,BIN
161219003101261,BIN
161219004101363,BIN
161219004601098,BIN
161219003101144,BIN
161219001801338,BIN
161219005101122,BIN
161219004101198,BIN
161219003601322,BIN
161219004101274,BIN
161219005101220,BIN
161219002601342,BIN
161219003101169,BIN
161219003101172,BIN
161219005101026,BIN
161219005101381,BIN
161219001801270,BIN
161219001801017,BIN
170103002801294,BIN
170103002301381,BIN
170103002801342,BIN
170103002001027,BIN
170103002001291,BIN
170103002001103,BIN
170103002301069,BIN
170103002001215,BIN
170103002301122,BIN
170103002301043,BIN
170103003101034,BIN
170103002001380,BIN
170103003101279,BIN
170103003101087,BIN
170103002301367,BIN
170103002801361,BIN
151219002601078,BIN
151219004601048,BIN
151219004101270,BIN
151219004601106,BIN
151219002601118,BIN
151219004101273,BIN
151219002601377,BIN
151219002601209,BIN
151219002101355,BIN
151219003101171,BIN
151219003601266,BIN
151219003101219,BIN
151219003101316,BIN
151219003601039,BIN
151219002101115,BIN
151219001601308,BIN
151219004101371,BIN
151219003101053,BIN
151219002101167,BIN
151219003601196,BIN
151219002601271,BIN
151219003601380,BIN
151219002601291,BIN
151219004101377,BIN
151219003601086,BIN
151219004101035,BIN
151219004101069,BIN
151219004101055,BIN
151219002601202,BIN
151219004101061,BIN
151219004101254,BIN
151219003601208,BIN
151219003101383,BIN
151219004101359,BIN
151219002101057,BIN
151219003101123,BIN
151219001601274,BIN
151219004101142,BIN
151219003101230,BIN
151219003601036,BIN
151219004101073,BIN
151219001601038,BIN
151219002101345,BIN
151219003101346,BIN
151219004101389,BIN
151219002101137,BIN
151219002101185,BIN
151219004101279,BIN
151219004101013,BIN
151219002601314,BIN
151219003601376,BIN
151219001601266,BIN
151219002601013,BIN
151219004101217,BIN
151219002601062,BIN
151219002601142,BIN
151219004101230,BIN
151219003101398,BIN
160512005101067,BIN
160512005101134,BIN
160512005101070,BIN
160512005101026,BIN
160522002601268,BIN
160522002601341,BIN
160522003101021,BIN
160522004601032,BIN
160522003101028,BIN
160522003101171,BIN
160522003601297,BIN
160522006601157,BIN
160522005601263,BIN
160522005101194,BIN
160522006601314,BIN
160522004101354,BIN
160522002601225,BIN
160522005101168,BIN
160522005101309,BIN
160522006101327,BIN
160522006101236,BIN
160522004101128,BIN
160522006601272,BIN
160522006101391,BIN
160522003101125,BIN
160522002601242,BIN
160522002101192,BIN
160522002101177,BIN
160522006601379,BIN
160522006601375,BIN
160522004101359,BIN
160522002101030,BIN
160522004101264,BIN
160522003101145,BIN
160522003601128,BIN
160522005601320,BIN
160522002601006,BIN
160522004601119,BIN
160522005601390,BIN
160522003601247,BIN
160522006601385,BIN
160522003601326,BIN
160522005101396,BIN
160522006601085,BIN
160522003101356,BIN
160522005601323,BIN
160522006101067,BIN
160522003101042,BIN
160522002101342,BIN
160522004101164,BIN
160522003601216,BIN
160522005101242,BIN
160522002101340,BIN
160522006101082,BIN
160522004101212,BIN
160522004601051,BIN
160522006101090,BIN
160522002601258,BIN
160522004101381,BIN
160522004601035,BIN
160522003601267,BIN
160522003601074,BIN
160522002101309,BIN
160522003101320,BIN
160522004101045,BIN
160522006101303,BIN
160522002601001,BIN
160522005601324,BIN
160522006601063,BIN
160522003101387,BIN
160522006101275,BIN
160522006601122,BIN
160522003101040,BIN
160522006101016,BIN
160522005101137,BIN
160522004101015,BIN
160522003101211,BIN
160522005601190,BIN
160522003101065,BIN
160522005601238,BIN
160522004101336,BIN
160522006601168,BIN
160522004601167,BIN
160522004601177,BIN
160522006601069,BIN
160923005201061,BIN
160923004701357,BIN
160923004701321,BIN
160923004701061,BIN
160923002501001,BIN
160923003001052,BIN
160923003001223,BIN
160923004201310,BIN
160923003001328,BIN
160923005201324,BIN
160923003001276,BIN
160923004701184,BIN
160923005201379,BIN
160923001801140,BIN
160923002501117,BIN
160923002501014,BIN
160923004701227,BIN
160923003701022,BIN
160923004201275,BIN
160923003701043,BIN
160923002501196,BIN
160923005201256,BIN
160923002501064,BIN
160923004701038,BIN
160923003001225,BIN
160923002501123,BIN
160923005201242,BIN
160923003701230,BIN
160923004701212,BIN
160923004701334,BIN
160923004701260,BIN
160923005201119,BIN
160923003001136,BIN
160923003001180,BIN
160923005201139,BIN
160923004701232,BIN
160923003001266,BIN
160923002501131,BIN
160815004801054,BIN
160815004801335,BIN
160815003601031,BIN
160815004301386,BIN
160815003101307,BIN
160815003601219,BIN
160815003101236,BIN
160815003601342,BIN
160815003101239,BIN
160815004301155,BIN
160815002601127,BIN
160815004301231,BIN
160815003101160,BIN
160815004301339,BIN
160815004801201,BIN
160815004301349,BIN
160815004801361,BIN
160815003601112,BIN
160815004301338,BIN
160815003601177,BIN
160815004801274,BIN
160815003601132,BIN
160815003101051,BIN
160815002601190,BIN
160815002601332,BIN
160815003601261,BIN
160815003601161,BIN
160815004801257,BIN
160815003101330,BIN
160815003601083,BIN
160815004301270,BIN
160815003601037,BIN
160815004301080,BIN
160815004801087,BIN
160815004301092,BIN
160815004801351,BIN
160815004801317,BIN
160815003601327,BIN
160815003601070,BIN
160515002801254,BIN
160515003401164,BIN
160515002801322,BIN
160515002801218,BIN
160515002801043,BIN
160515002801247,BIN
160515003401233,BIN
160515002301088,BIN
160515001801048,BIN
160515003401131,BIN
160515002801213,BIN
160515002801361,BIN
160515003401068,BIN
160515002801061,BIN
160515003401048,BIN
160515003401141,BIN
160515003401095,BIN
160515003401236,BIN
160515003401071,BIN
160515002801276,BIN
160515002301392,BIN
160515001801248,BIN
160515002801205,BIN
160515003401231,BIN
160515002301168,BIN
160515003401091,BIN
160515003401079,BIN
160515002801324,BIN
160515003401080,BIN
160515003401321,BIN
160515002301115,BIN
160515003401397,BIN
160515003401180,BIN
160515002801298,BIN
160515002301075,BIN
160515003401025,BIN
160515001801260,BIN
160515002301066,BIN
160515003401222,BIN
160515003401174,BIN
160515003401148,BIN
160515003401316,BIN
160515003401382,BIN
160515003401237,BIN
160515002801127,BIN
160515001801347,BIN
160515002801151,BIN
160515002801089,BIN
141103003601340,BIN
141103002601235,BIN
141103004201113,BIN
141103003601372,BIN
141103003101309,BIN
141103004201232,BIN
141103004201221,BIN
141103004201244,BIN
141103002601184,BIN
141103002601380,BIN
141103002601119,BIN
141103004201344,BIN
141103003101360,BIN
141103002601162,BIN
141103004201285,BIN
141103002601261,BIN
141103003101245,BIN
141103004201168,BIN
141103002601055,BIN
141103002601106,BIN
141103002601341,BIN
141103003601387,BIN
141103004201366,BIN
141103002601252,BIN
141103003101022,BIN
141103004201152,BIN
141103003601267,BIN
141103004201329,BIN
141103003101203,BIN
141103004201090,BIN
141103004201362,BIN
141103003601072,BIN
141103003601014,BIN
141103003101119,BIN
141103003101230,BIN
141103004201142,BIN
141103002601169,BIN
141103002601359,BIN
141103004201071,BIN
140111002101377,BIN
140111002601352,BIN
140111002601019,BIN
140111002101171,BIN
140111002101235,BIN
140111002601065,BIN
140111002101097,BIN
140111002101116,BIN
140111002601145,BIN
140111002601323,BIN
150703003601321,BIN
150703005601077,BIN
150703002601179,BIN
150703003601385,BIN
150703002101047,BIN
150703002101299,BIN
150703005601334,BIN
150703004101373,BIN
150703004601382,BIN
150703003601137,BIN
150703003101242,BIN
150703005601314,BIN
150703004601310,BIN
150703002601096,BIN
150703002601136,BIN
150703004601196,BIN
150703005601149,BIN
150703005601179,BIN
150703005601238,BIN
150703003601076,BIN
150703004101143,BIN
150703004601280,BIN
150703001601191,BIN
150703005601323,BIN
150703002101292,BIN
150703003101210,BIN
150703001601327,BIN
150703004101141,BIN
150703002101372,BIN
150703005601225,BIN
150703001601063,BIN
150703005601399,BIN
150703002101123,BIN
150703001601285,BIN
150703002101167,BIN
150703004601073,BIN
150703002101172,BIN
150703004601012,BIN
150703003601392,BIN
150703005601043,BIN
150703002101392,BIN
150703005601224,BIN
150703001601131,BIN
150703001601244,BIN
150703002101276,BIN
150703002601037,BIN
150703003101291,BIN
150703005101397,BIN
150703003101355,BIN
150703004101395,BIN
150703005101081,BIN
150703005101005,BIN
150703003601209,BIN
150703004101340,BIN
150703003601015,BIN
170905001601228,BIN
170905003101228,BIN
170905002101359,BIN
170905002601211,BIN
170905001601345,BIN
170905004001315,BIN
170905004001073,BIN
170905002601284,BIN
170905001601019,BIN
170905002601264,BIN
170905004001097,BIN
170905002601237,BIN
170905004001079,BIN
170905003101226,BIN
170905003101165,BIN
170905001601293,BIN
170905002101066,BIN
170905003101145,BIN
170905003101231,BIN
170905001601190,BIN
170905003101235,BIN
170905003101289,BIN
170905003501122,BIN
170905002101073,BIN
170905003501037,BIN
170905004001179,BIN
170905003101312,BIN
170905003101310,BIN
170905001601360,BIN
170905002101014,BIN
170905003501288,BIN
170905003101110,BIN
170905003101328,BIN
170905002101076,BIN
170905004001020,BIN
170905001601047,BIN
170905002601361,BIN
140713001401103,BIN
140713002401089,BIN
140713001901230,BIN
140713003101048,BIN
140713002401048,BIN
140713004601182,BIN
140713002401277,BIN
140713001901203,BIN
140713003101026,BIN
140713001401041,BIN
140713002401355,BIN
140713004601070,BIN
140713004601037,BIN
140713004001357,BIN
140713004601341,BIN
140713002401321,BIN
140713001901218,BIN
140713004001292,BIN
140713002401096,BIN
140713002401330,BIN
140713002401387,BIN
140713003101213,BIN
140713004001380,BIN
140713004001291,BIN
140713003101371,BIN
140713004001035,BIN
140713001901222,BIN
140713003101303,BIN
140713003101061,BIN
140713003101180,BIN
140713001901238,BIN
140713001901242,BIN
140713001401087,BIN
140713001901193,BIN
140713004001062,BIN
140713004001040,BIN
140713001901353,BIN
140713002401067,BIN
140713004601077,BIN
140713002401169,BIN
140713004001114,BIN
140713001401008,BIN
140713002401221,BIN
140713001901248,BIN
140713003101215,BIN
140713001901233,BIN
140713004001395,BIN
140713003101095,BIN
140713004601142,BIN
140713004601366,BIN
140713002401020,BIN
140713002401180,BIN
140713002401295,BIN
140713004001261,BIN
140713004001052,BIN
140713001901361,BIN
140713001901237,BIN
140713001401229,BIN
140713004001113,BIN
140713001401092,BIN
140713001901178,BIN
140713001401068,BIN
140713004001365,BIN
140713002401308,BIN
140713002401105,BIN
140713004601116,BIN
171001002901298,BIN
171001001901167,BIN
171001002901122,BIN
171001003401323,BIN
171001001901359,BIN
171001002401209,BIN
171001001601362,BIN
171001001601376,BIN
171001002901280,BIN
171001003401042,BIN
171001001901356,BIN
171001001601020,BIN
171001002401139,BIN
171001001601077,BIN
171001002901082,BIN
171001003401321,BIN
171001002401135,BIN
171001001601386,BIN
171001002401138,BIN
171001003401013,BIN
171001003401399,BIN
171001003401092,BIN
171001001901255,BIN
171001003401130,BIN
171001003401361,BIN
171001002901062,BIN
171001002901284,BIN
171001003401359,BIN
171001001601091,BIN
171001002901106,BIN
171001001901011,BIN
171001003401290,BIN
160401002101270,BIN
160401005901358,BIN
160401004401255,BIN
160401003101280,BIN
160401002601111,BIN
160401003101252,BIN
160401005401113,BIN
160401001601332,BIN
